REPUBLICAN,DEM,year,state,state_po,county_name,county_fips,candidatevotes
5345,5188,2004,ARKANSAS,AR,OUACHITA,5103,10650
3649,3014,2012,LOUISIANA,LA,CLAIBORNE,22027,6732
257,14,2016,NEBRASKA,NE,MCPHERSON,31117,287
359,541,2000,GEORGIA,GA,WEBSTER,13307,909
47201,43856,2012,CONNECTICUT,CT,LITCHFIELD,9005,92427
18291,16255,2000,VIRGINIA,VA,ALBEMARLE,51003,36846
20050,75921,2012,VIRGINIA,VA,RICHMOND,51760,97569
622,66,2012,MONTANA,MT,GARFIELD,30033,700
11324,8248,2008,MINNESOTA,MN,ISANTI,27059,20053
88581,89432,2012,OHIO,OH,STARK,39151,181477
3559,1747,2012,OKLAHOMA,OK,CRAIG,40035,5306
3058,998,2012,TEXAS,TX,LAMB,48279,4091
2722,4058,2012,NEW MEXICO,NM,SOCORRO,35053,7193
37465,20502,2008,TEXAS,TX,BRAZOS,48041,58673
6482,2420,2016,OKLAHOMA,OK,CADDO,40015,9348
4695,1028,2020,GEORGIA,GA,JEFF DAVIS,13161,5771
3300,2196,2004,MICHIGAN,MI,MONTMORENCY,26119,5563
13492,16239,2008,WISCONSIN,WI,CHIPPEWA,55017,30231
15584,12665,2004,NEW YORK,NY,MADISON,36053,30287
19018,14329,2008,PENNSYLVANIA,PA,NORTHUMBERLAND,42097,33916
4517,1881,2020,KANSAS,KS,JACKSON,20085,6584
4527,1486,2020,NORTH CAROLINA,NC,ALLEGHANY,37005,6076
1711,250,2008,TEXAS,TX,HARTLEY,48205,1985
14410,8624,2012,PENNSYLVANIA,PA,BRADFORD,42015,23426
3370,743,2016,GEORGIA,GA,HEARD,13149,4223
2067,330,2020,NEVADA,NV,LINCOLN,32017,2446
2469,3179,2008,IOWA,IA,MITCHELL,19131,5766
11223,6027,2020,OKLAHOMA,OK,CHEROKEE,40021,17714
1915,2311,2000,MISSISSIPPI,MS,KEMPER,28069,4261
3216,1621,2016,ILLINOIS,IL,CASS,17017,5124
26830,14228,2016,NORTH CAROLINA,NC,ROCKINGHAM,37157,42278
2964,2063,2008,ILLINOIS,IL,JASPER,17079,5131
21871,7512,2016,NORTH CAROLINA,NC,RUTHERFORD,37161,30307
2402,1339,2012,MISSOURI,MO,CHARITON,29041,3821
2664,2095,2012,IDAHO,ID,VALLEY,16085,4919
1352,417,2000,TEXAS,TX,MASON,48319,1801
4867,2859,2012,ARKANSAS,AR,ASHLEY,5003,7921
2667,2955,2004,MISSISSIPPI,MS,JEFFERSON DAVIS,28065,5760
34602,11640,2004,TEXAS,TX,ELLIS,48139,46444
3828,930,2020,MISSOURI,MO,DEKALB,29063,4843
14400,11727,2004,VIRGINIA,VA,LYNCHBURG,51680,26340
1294,849,2008,TENNESSEE,TN,VAN BUREN,47175,2206
7424,4023,2020,ARKANSAS,AR,CARROLL,5015,11797
13188,10598,2004,ALABAMA,AL,COLBERT,1033,23935
10628,3310,2000,IDAHO,ID,BINGHAM,16011,14465
2418,1387,2020,GEORGIA,GA,TAYLOR,13269,3839
2607,832,2012,OREGON,OR,HARNEY,41025,3583
127209,308260,2016,TEXAS,TX,TRAVIS,48453,468720
2300,1792,2000,MISSOURI,MO,CHARITON,29041,4154
7748,8062,2012,NORTH CAROLINA,NC,BLADEN,37017,15957
25227,16351,2012,NORTH CAROLINA,NC,ROCKINGHAM,37157,42020
5762,1797,2008,TEXAS,TX,BOSQUE,48035,7646
18203,8439,2020,LOUISIANA,LA,ST. MARTIN,22099,27038
88461,204349,2012,HAWAII,HI,HONOLULU,15003,296742
10365,10442,2020,MISSISSIPPI,MS,WARREN,28149,21053
1493,2672,2000,MONTANA,MT,DEER LODGE,30023,4534
2308,477,2016,KANSAS,KS,MITCHELL,20123,2942
17277,14815,2004,ARIZONA,AZ,NAVAJO,4017,32343
2641,2210,2000,OKLAHOMA,OK,MARSHALL,40095,4900
10901,3536,2004,INDIANA,IN,MONTGOMERY,18107,14548
7797,3553,2008,MISSOURI,MO,MILLER,29131,11535
144094,192142,2004,MASSACHUSETTS,MA,WORCESTER,25027,340636
7048,1926,2016,MISSOURI,MO,WASHINGTON,29221,9282
1771,358,2016,NORTH DAKOTA,ND,DUNN,38025,2243
4506,1412,2020,KENTUCKY,KY,WEBSTER,21233,5991
14456,8296,2000,VIRGINIA,VA,FAUQUIER,51061,23481
15678,3799,2020,OHIO,OH,HIGHLAND,39071,19676
4763,2899,2008,MISSOURI,MO,GASCONADE,29073,7771
12972,5476,2004,KENTUCKY,KY,JESSAMINE,21113,18580
24200,14600,2000,NEW YORK,NY,STEUBEN,36101,40563
5534,6445,2016,VERMONT,VT,CALEDONIA,50005,14075
2476,1431,2004,MONTANA,MT,VALLEY,30105,4018
3466,1342,2020,MICHIGAN,MI,OSCODA,26135,4874
14472,9024,2004,PENNSYLVANIA,PA,VENANGO,42121,23659
5510,3970,2016,IOWA,IA,BUCHANAN,19019,10252
3222,1552,2008,WASHINGTON,WA,ADAMS,53001,4858
22198,18050,2016,MARYLAND,MD,WICOMICO,24045,42547
66641,119833,2000,MICHIGAN,MI,GENESEE,26049,190865
4246,600,2008,IDAHO,ID,FRANKLIN,16041,5073
76277,39997,2016,SOUTH CAROLINA,SC,SPARTANBURG,45083,121090
21820,11190,2020,KENTUCKY,KY,MCCRACKEN,21145,33521
7185,2892,2016,KANSAS,KS,FRANKLIN,20059,10965
9112,4273,2004,ILLINOIS,IL,LOGAN,17107,13467
5510,7235,2008,MICHIGAN,MI,MANISTEE,26101,13009
7856,3158,2016,KENTUCKY,KY,MONTGOMERY,21173,11452
6473,9650,2012,MISSISSIPPI,MS,MARSHALL,28093,16240
7783,4079,2020,MINNESOTA,MN,DODGE,27039,12187
28891,32429,2000,WISCONSIN,WI,KENOSHA,55059,63709
10888,3061,2016,OKLAHOMA,OK,SEQUOYAH,40135,14437
71565,39685,2004,MARYLAND,MD,HARFORD,24025,112728
26310,11757,2020,OHIO,OH,HANCOCK,39063,38771
57147,61462,2004,MICHIGAN,MI,KALAMAZOO,26077,119783
16059,16483,2000,FLORIDA,FL,MONROE,12087,33896
1057,353,2000,NORTH DAKOTA,ND,HETTINGER,38041,1519
4737,1154,2016,TEXAS,TX,TRINITY,48455,5985
4870,4842,2012,MARYLAND,MD,KENT,24029,9904
9425,5166,2012,WASHINGTON,WA,DOUGLAS,53017,14942
1850,968,2000,KANSAS,KS,PAWNEE,20145,2940
38129,38626,2000,NORTH CAROLINA,NC,CUMBERLAND,37051,77151
872,1129,2016,TEXAS,TX,LA SALLE,48283,2059
35302,44282,2004,MICHIGAN,MI,MUSKEGON,26121,80313
42258,18867,2016,PENNSYLVANIA,PA,CAMBRIA,42021,63072
25450,20807,2012,INDIANA,IN,CLARK,18019,47146
27253,8469,2008,GEORGIA,GA,WALTON,13297,36026
7035,1246,2020,ARKANSAS,AR,POLK,5113,8490
413,577,2000,TEXAS,TX,CULBERSON,48109,1012
9136,3840,2020,ILLINOIS,IL,LOGAN,17107,13294
8551,15390,2008,ARIZONA,AZ,APACHE,4001,24262
6278,2512,2004,NORTH DAKOTA,ND,WILLIAMS,38105,8929
1123,345,2020,KANSAS,KS,CHASE,20017,1491
1159,808,2000,MISSOURI,MO,SCHUYLER,29197,2006
237252,285800,2004,OHIO,OH,FRANKLIN,39049,525824
29862,15054,2004,GEORGIA,GA,HOUSTON,13153,45153
4412,2564,2004,OKLAHOMA,OK,PAWNEE,40117,6976
739,426,2008,SOUTH DAKOTA,SD,FAULK,46049,1174
5869,2487,2012,GEORGIA,GA,WORTH,13321,8419
1171,1021,2004,WASHINGTON,WA,WAHKIAKUM,53069,2235
33482,21354,2000,TENNESSEE,TN,SULLIVAN,47163,55727
8686,13401,2012,OREGON,OR,LINCOLN,41041,22984
5337,1630,2020,NEBRASKA,NE,YORK,31185,7143
1672,912,2008,COLORADO,CO,CUSTER,8027,2629
2932,1886,2008,NEBRASKA,NE,BOX BUTTE,31013,4979
4174,725,2020,NEBRASKA,NE,CEDAR,31027,4996
1826,1112,2008,GEORGIA,GA,TREUTLEN,13283,2954
12874,5351,2020,FLORIDA,FL,WAKULLA,12129,18404
5822,1270,2016,FLORIDA,FL,DIXIE,12029,7202
6942,3194,2020,NEW MEXICO,NM,LINCOLN,35027,10306
6017,1689,2004,IDAHO,ID,IDAHO,16049,7965
14911,9898,2012,GEORGIA,GA,SPALDING,13255,25088
11198,8463,2004,ILLINOIS,IL,GRUNDY,17063,19831
4498,2206,2000,WYOMING,WY,CARBON,56007,6968
8699,10717,2000,CALIFORNIA,CA,LAKE,6033,20919
210066,248299,2008,FLORIDA,FL,PINELLAS,12103,463282
3748,3710,2016,IOWA,IA,JEFFERSON,19101,8156
51973,28430,2020,MINNESOTA,MN,WRIGHT,27171,82426
1202,210,2008,GEORGIA,GA,GLASCOCK,13125,1428
7472,10152,2004,IOWA,IA,LEE,19111,17858
105767,62878,2016,TENNESSEE,TN,KNOX,47093,180697
9750,2665,2016,VIRGINIA,VA,SMYTH,51173,12890
11474,8425,2004,NEW YORK,NY,DELAWARE,36025,21166
18787,8176,2000,TEXAS,TX,VICTORIA,48469,27408
3014,1664,2004,NORTH DAKOTA,ND,MCLEAN,38055,4750
93326,106935,2020,VIRGINIA,VA,CHESTERFIELD,51041,203955
43355,20697,2004,SOUTH CAROLINA,SC,ANDERSON,45007,64722
1132,1088,2000,NORTH CAROLINA,NC,HYDE,37095,2237
624,468,2000,SOUTH DAKOTA,SD,JERAULD,46073,1122
6964,8410,2016,ARKANSAS,AR,CRITTENDEN,5035,15952
2953,2422,2004,MISSISSIPPI,MS,MONTGOMERY,28097,5396
1170,1038,2000,KENTUCKY,KY,MENIFEE,21165,2249
25428,14009,2016,PENNSYLVANIA,PA,LAWRENCE,42073,40753
3245,7838,2008,MISSISSIPPI,MS,SUNFLOWER,28133,11156
10277,2929,2016,INDIANA,IN,GREENE,18055,13801
11978,16666,2008,MINNESOTA,MN,CLAY,27027,29259
7635,4421,2004,TEXAS,TX,ATASCOSA,48013,12116
50296,22254,2020,TENNESSEE,TN,WILSON,47189,74330
5109,2300,2008,PENNSYLVANIA,PA,POTTER,42105,7507
144837,267198,2020,MASSACHUSETTS,MA,ESSEX,25009,424599
17753,7910,2008,OKLAHOMA,OK,POTTAWATOMIE,40125,25663
2699,5060,2000,SOUTH CAROLINA,SC,MARLBORO,45069,7883
30049,49529,2020,GEORGIA,GA,MUSCOGEE,13215,80543
1258,442,2012,NEBRASKA,NE,WEBSTER,31181,1742
4967,4323,2008,CALIFORNIA,CA,DEL NORTE,6015,9531
5569,2791,2016,KENTUCKY,KY,BOURBON,21017,8803
1987,1513,2000,GEORGIA,GA,CRAWFORD,13079,3567
7741,7530,2008,KENTUCKY,KY,FLOYD,21071,15659
666,412,2016,SOUTH DAKOTA,SD,BENNETT,46007,1149
215728,135949,2004,UTAH,UT,SALT LAKE,49035,362138
1433,3395,2000,ALABAMA,AL,BULLOCK,1011,4904
8577,5364,2004,OHIO,OH,GALLIA,39053,13992
5097,1252,2016,TENNESSEE,TN,POLK,47139,6520
47957,59809,2000,OHIO,OH,LORAIN,39093,112180
3739,2101,2016,GEORGIA,GA,BEN HILL,13017,5936
4349,2426,2020,ARKANSAS,AR,DREW,5043,6908
13019,4480,2004,ALABAMA,AL,COFFEE,1031,17616
8346,7301,2000,MINNESOTA,MN,BELTRAMI,27007,17217
64334,70277,2008,MINNESOTA,MN,WASHINGTON,27163,137059
2996,1271,2016,FLORIDA,FL,GLADES,12043,4353
9676,5918,2004,TENNESSEE,TN,CHEATHAM,47021,15697
4709,3783,2012,MONTANA,MT,PARK,30067,8768
8584,8026,2016,WISCONSIN,WI,DOOR,55029,17608
20899,16894,2020,NEW HAMPSHIRE,NH,BELKNAP,33001,38391
5732,3206,2004,MISSOURI,MO,VERNON,29217,8992
15375,7884,2020,TEXAS,TX,WALKER,48471,23612
6654,5043,2008,LOUISIANA,LA,WEST BATON ROUGE,22121,11866
1336,987,2004,VIRGINIA,VA,GALAX,51640,2335
83854,85087,2020,PENNSYLVANIA,PA,NORTHAMPTON,42095,170942
6796,4114,2000,MISSISSIPPI,MS,MARION,28091,10998
1762,709,2000,OKLAHOMA,OK,GRANT,40053,2503
5844,4154,2004,MISSISSIPPI,MS,GRENADA,28043,10050
8187,4510,2000,OKLAHOMA,OK,LOGAN,40083,12870
2852,4062,2004,VIRGINIA,VA,BRUNSWICK,51025,6926
6182,1715,2004,MISSISSIPPI,MS,GEORGE,28039,7950
18856,12136,2004,GEORGIA,GA,ROCKDALE,13247,31156
192099,359913,2000,OHIO,OH,CUYAHOGA,39035,574782
9312,6858,2016,SOUTH CAROLINA,SC,CHESTERFIELD,45025,16581
12457,8728,2012,MICHIGAN,MI,NEWAYGO,26123,21478
18825,34457,2012,CALIFORNIA,CA,HUMBOLDT,6023,57470
20249,52199,2012,VIRGINIA,VA,ALEXANDRIA,51510,73411
10561,7813,2008,CALIFORNIA,CA,AMADOR,6005,18810
7297,4918,2000,KENTUCKY,KY,CLARK,21049,12473
52151,74693,2008,NORTH CAROLINA,NC,CUMBERLAND,37051,127575
37209,17477,2012,TEXAS,TX,BRAZOS,48041,55962
2308,1657,2012,MICHIGAN,MI,OSCODA,26135,4042
302,86,2008,NEBRASKA,NE,LOUP,31115,393
6089,1830,2020,ILLINOIS,IL,RICHLAND,17159,8063
30028,30622,2000,NEW HAMPSHIRE,NH,MERRIMACK,33013,63684
796,165,2004,KANSAS,KS,STANTON,20187,966
797,1220,2004,GEORGIA,GA,STEWART,13259,2031
678,319,2012,OREGON,OR,SHERMAN,41055,1026
13880,3160,2016,NORTH CAROLINA,NC,YADKIN,37197,17624
14736,6683,2008,MISSOURI,MO,TANEY,29213,21664
4718,2491,2000,ILLINOIS,IL,RICHLAND,17159,7428
15806,30146,2016,KANSAS,KS,WYANDOTTE,20209,48781
13455,7697,2012,ARIZONA,AZ,GILA,4007,21528
600,216,2012,COLORADO,CO,JACKSON,8057,848
10070,8411,2004,WEST VIRGINIA,WV,WAYNE,54099,18609
893,168,2020,TEXAS,TX,EDWARDS,48137,1066
5587,4174,2012,FLORIDA,FL,DESOTO,12027,9865
10841,4831,2012,OKLAHOMA,OK,PITTSBURG,40121,15672
5220,3542,2008,KANSAS,KS,JEFFERSON,20087,8950
3309,1564,2012,TENNESSEE,TN,CANNON,47015,4973
3738,4038,2004,TENNESSEE,TN,SMITH,47159,7821
2822,701,2020,NEBRASKA,NE,KEARNEY,31099,3604
2254,1987,2012,IOWA,IA,LUCAS,19117,4323
160077,243852,2016,CONNECTICUT,CT,FAIRFIELD,9001,421209
48730,50426,2020,CALIFORNIA,CA,BUTTE,6007,102066
430,1635,2016,TEXAS,TX,JIM HOGG,48247,2119
140891,59346,2004,TEXAS,TX,DENTON,48121,201410
7194,5677,2004,MINNESOTA,MN,MILLE LACS,27095,13065
748,49,2020,SOUTH DAKOTA,SD,HARDING,46063,813
7963,6035,2012,ALABAMA,AL,PIKE,1109,14107
26621,8425,2016,NORTH CAROLINA,NC,CALDWELL,37027,36320
240333,319550,2016,TEXAS,TX,BEXAR,48029,589645
5423,4749,2016,ALASKA,AK,DISTRICT 28,2028,11427
2290,1125,2012,MISSOURI,MO,DAVIESS,29061,3521
1930,702,2012,KANSAS,KS,ELLSWORTH,20053,2712
3281,4631,2004,ALABAMA,AL,HALE,1065,7945
2358,1120,2004,NEW YORK,NY,HAMILTON,36041,3692
18069,6266,2008,LOUISIANA,LA,VERMILION,22113,24833
3134,1709,2008,OKLAHOMA,OK,HUGHES,40063,4843
5403,1241,2016,ALASKA,AK,DISTRICT 3,2003,7613
1397,268,2004,OKLAHOMA,OK,HARPER,40059,1665
4028,2388,2004,ILLINOIS,IL,MOULTRIE,17139,6466
2926,853,2012,OREGON,OR,GRANT,41023,3911
2047,3451,2000,SOUTH CAROLINA,SC,BAMBERG,45009,5551
5202,1923,2004,KENTUCKY,KY,ALLEN,21003,7163
20913,21943,2016,GEORGIA,GA,NEWTON,13217,43987
7765,4629,2008,IOWA,IA,PLYMOUTH,19149,12512
1848,264,2004,UTAH,UT,GARFIELD,49017,2162
41867,20740,2016,INDIANA,IN,ELKHART,18039,65630
1482,324,2004,TEXAS,TX,KIMBLE,48267,1816
13861,13002,2012,NORTH CAROLINA,NC,WATAUGA,37189,27674
2996,1504,2004,KENTUCKY,KY,MARTIN,21159,4539
95828,105218,2004,IOWA,IA,POLK,19153,202618
13267,28782,2020,CALIFORNIA,CA,MENDOCINO,6045,43340
16518,10046,2020,CALIFORNIA,CA,CALAVERAS,6009,27164
20553,4990,2016,MISSOURI,MO,NEWTON,29145,26606
12646,7161,2012,NEBRASKA,NE,HALL,31079,20229
3707,4045,2012,SOUTH CAROLINA,SC,CALHOUN,45017,7834
9086,7881,2012,NEW YORK,NY,DELAWARE,36025,18638
2230,972,2004,SOUTH DAKOTA,SD,TRIPP,46123,3245
875,482,2000,SOUTH DAKOTA,SD,LYMAN,46085,1386
4619,1543,2020,LOUISIANA,LA,WINN,22127,6225
7669,5044,2008,INDIANA,IN,JASPER,18073,12875
10848,1595,2020,ALABAMA,AL,GENEVA,1061,12545
40444,18638,2020,TENNESSEE,TN,WASHINGTON,47179,60203
3531,5764,2004,SOUTH CAROLINA,SC,FAIRFIELD,45039,9435
7426,1864,2012,TEXAS,TX,BANDERA,48019,9448
3207,2304,2004,KENTUCKY,KY,WEBSTER,21233,5547
6194,1816,2016,ALASKA,AK,DISTRICT 30,2030,8950
11196,12345,2020,MAINE,ME,WALDO,23027,24566
9630,11907,2008,WISCONSIN,WI,ONEIDA,55085,21927
2955,822,2020,KENTUCKY,KY,GALLATIN,21077,3849
4816,1045,2016,KENTUCKY,KY,LAWRENCE,21127,6042
22270,3516,2020,TEXAS,TX,VAN ZANDT,48467,26029
2275,1753,2000,IOWA,IA,ADAIR,19001,4123
24203,17148,2008,NEW YORK,NY,STEUBEN,36101,41891
61257,89574,2016,ARKANSAS,AR,PULASKI,5119,159776
66677,49827,2020,OKLAHOMA,OK,CLEVELAND,40027,119778
4512,2730,2004,INDIANA,IN,BROWN,18013,7330
9538,10259,2008,WISCONSIN,WI,SHAWANO,55115,20089
27024,19366,2016,NEW YORK,NY,PUTNAM,36079,48563
29781,25411,2004,MICHIGAN,MI,EATON,26045,55755
24292,133996,2016,LOUISIANA,LA,ORLEANS,22071,165812
14522,5234,2012,TENNESSEE,TN,HAMBLEN,47063,20032
19202,9114,2016,MICHIGAN,MI,BARRY,26015,30329
16410,4485,2020,FLORIDA,FL,SUWANNEE,12121,21057
5247,5170,2008,IOWA,IA,WASHINGTON,19183,10626
23106,56113,2004,GEORGIA,GA,CLAYTON,13063,79546
62567,204882,2008,COLORADO,CO,DENVER,8031,271533
0,0,2008,RHODE ISLAND,RI,FEDERAL PRECINCT,,0
8136,11888,2012,IOWA,IA,DES MOINES,19057,20385
693,281,2012,NORTH DAKOTA,ND,OLIVER,38065,1013
2440,701,2008,KANSAS,KS,MITCHELL,20123,3203
2315,1660,2008,GEORGIA,GA,SEMINOLE,13253,3996
4527,3592,2004,MINNESOTA,MN,KANABEC,27065,8248
1199,373,2008,TEXAS,TX,HARDEMAN,48197,1595
3885,4724,2016,VIRGINIA,VA,HOPEWELL,51670,9008
1634,1739,2008,IOWA,IA,AUDUBON,19009,3435
1583,948,2012,KENTUCKY,KY,NICHOLAS,21181,2581
2126,683,2000,KANSAS,KS,GRANT,20067,2856
13770,5564,2000,OHIO,OH,AUGLAIZE,39011,19892
23719,13812,2016,SOUTH CAROLINA,SC,LANCASTER,45057,38938
3685,3445,2004,TENNESSEE,TN,DEKALB,47041,7173
16247,5274,2012,GEORGIA,GA,WALKER,13295,21896
14821,6780,2004,TEXAS,TX,LIBERTY,48291,21691
2891,1465,2000,NORTH DAKOTA,ND,MCLEAN,38055,4646
11987,12636,2000,WISCONSIN,WI,COLUMBIA,55021,25587
1602,414,2004,NEVADA,NV,LANDER,32015,2053
11343,6377,2012,GEORGIA,GA,CAMDEN,13039,17983
4884,4034,2004,MARYLAND,MD,SOMERSET,24039,8994
2296,1788,2000,CALIFORNIA,CA,MONO,6051,4371
10256,12684,2020,MAINE,ME,LINCOLN,23015,23857
11053,4158,2020,LOUISIANA,LA,EVANGELINE,22039,15412
3382,1524,2016,MINNESOTA,MN,YELLOW MEDICINE,27173,5276
2844,373,2020,NEBRASKA,NE,CHERRY,31031,3265
2504,2160,2012,MINNESOTA,MN,MURRAY,27101,4767
23904,14295,2012,WYOMING,WY,LARAMIE,56021,39505
39888,26050,2004,NEW JERSEY,NJ,HUNTERDON,34019,66680
10167,5524,2016,MISSISSIPPI,MS,MONROE,28095,15884
1538,1806,2000,ARKANSAS,AR,LAFAYETTE,5073,3383
34938,33534,2004,OHIO,OH,CLARK,39023,68803
8644,3973,2012,INDIANA,IN,WABASH,18169,12874
5037,4779,2008,MARYLAND,MD,SOMERSET,24039,9924
34987,24055,2016,SOUTH CAROLINA,SC,DORCHESTER,45035,62567
3719,2045,2000,ALABAMA,AL,CLAY,1027,5883
23357,15214,2012,KENTUCKY,KY,HARDIN,21093,39218
137969,32920,2012,TEXAS,TX,MONTGOMERY,48339,173113
15151,9589,2012,INDIANA,IN,GRANT,18053,25285
30240,13293,2016,MONTANA,MT,FLATHEAD,30029,46571
1007,156,2016,GEORGIA,GA,ECHOLS,13101,1182
21434,11980,2000,NEW MEXICO,NM,SAN JUAN,35045,34657
5405,3878,2012,MISSISSIPPI,MS,COVINGTON,28031,9348
214612,617967,2020,CALIFORNIA,CA,SANTA CLARA,6085,850741
1683,1021,2008,MONTANA,MT,POWELL,30077,2940
0,0,2012,ALASKA,AK,DISTRICT 99,2099,0
679455,504849,2004,ARIZONA,AZ,MARICOPA,4013,1192751
8337,8375,2004,ALABAMA,AL,RUSSELL,1113,16809
2117,393,2020,OKLAHOMA,OK,COTTON,40033,2572
4055,3813,2012,MISSOURI,MO,STE. GENEVIEVE,29186,8070
4616,4011,2012,TENNESSEE,TN,LAUDERDALE,47097,8689
36766,38616,2000,MISSOURI,MO,JEFFERSON,29099,77204
4494,3358,2016,COLORADO,CO,GRAND,8049,8588
12099,1661,2020,IDAHO,ID,JEFFERSON,16051,14173
2947,3080,2008,MICHIGAN,MI,IRON,26071,6162
1890,528,2012,NEBRASKA,NE,POLK,31143,2457
11119,3423,2004,ALABAMA,AL,COVINGTON,1039,14627
210537,202618,2008,FLORIDA,FL,DUVAL,12031,415761
1220,516,2000,KANSAS,KS,TREGO,20195,1837
33856,16349,2012,LOUISIANA,LA,ASCENSION,22005,51073
6694,2280,2020,INDIANA,IN,FULTON,18049,9147
2450,623,2000,IDAHO,ID,OWYHEE,16073,3188
18934,21207,2012,ILLINOIS,IL,DEKALB,17037,41092
8278,10023,2008,IOWA,IA,MARSHALL,19127,18657
6361,1926,2020,INDIANA,IN,JAY,18075,8461
7286,5831,2012,MICHIGAN,MI,CHEBOYGAN,26031,13311
50129,18161,2016,TENNESSEE,TN,SUMNER,47165,71505
28832,21475,2004,NEW JERSEY,NJ,CAPE MAY,34009,50762
3390,1583,2012,NORTH CAROLINA,NC,ALLEGHANY,37005,5067
2315,5474,2000,MASSACHUSETTS,MA,DUKES,25007,8856
110946,63850,2020,FLORIDA,FL,ST. JOHNS,12109,176622
1699,1667,2004,ARKANSAS,AR,DALLAS,5039,3383
2955,601,2016,ARKANSAS,AR,SEARCY,5129,3728
3784,2243,2008,MISSOURI,MO,WAYNE,29223,6154
5210,3384,2000,OHIO,OH,PAULDING,39125,8946
3208,1265,2008,OKLAHOMA,OK,PUSHMATAHA,40127,4473
43706,31460,2008,FLORIDA,FL,CITRUS,12017,76158
116344,208992,2016,TENNESSEE,TN,SHELBY,47157,337383
2024,375,2016,KANSAS,KS,REPUBLIC,20157,2529
3552,1029,2016,TEXAS,TX,NOLAN,48353,4857
11177,5874,2020,MISSISSIPPI,MS,MONROE,28095,17259
940,211,2020,TEXAS,TX,SCHLEICHER,48413,1159
1108,254,2008,KANSAS,KS,SHERIDAN,20179,1376
3744,2994,2012,MICHIGAN,MI,CRAWFORD,26039,6814
14799,6160,2020,ILLINOIS,IL,WOODFORD,17203,21432
15607,11374,2008,MARYLAND,MD,WORCESTER,24047,27346
5205,2034,2008,TEXAS,TX,FREESTONE,48161,7288
6587,5061,2012,PENNSYLVANIA,PA,WYOMING,42131,11872
27202,10926,2020,WEST VIRGINIA,WV,WOOD,54107,38762
25481,5465,2000,UTAH,UT,WASHINGTON,49053,32461
36726,16412,2020,TEXAS,TX,ROCKWALL,48397,53891
9841,6939,2020,MICHIGAN,MI,CHARLEVOIX,26029,17000
4390,1910,2016,MISSISSIPPI,MS,CALHOUN,28013,6396
3729,1259,2020,KANSAS,KS,MARSHALL,20117,5114
4210,1458,2000,GEORGIA,GA,DAWSON,13085,5898
29268,27617,2020,MAINE,ME,ANDROSCOGGIN,23001,59361
2835,1733,2012,MISSOURI,MO,HICKORY,29085,4680
23294,6577,2020,OKLAHOMA,OK,CREEK,40037,30505
5695,1824,2016,TENNESSEE,TN,HICKMAN,47081,7813
87318,125948,2020,MASSACHUSETTS,MA,HAMPDEN,25013,220793
4681,1284,2000,ALASKA,AK,DISTRICT 1,2001,6656
342,99,2008,TEXAS,TX,KENT,48263,448
5358,7090,2012,NEW MEXICO,NM,GRANT,35017,12902
20708,11825,2012,TENNESSEE,TN,MAURY,47119,33006
1604,400,2000,KANSAS,KS,MEADE,20119,2053
10502,6482,2008,GEORGIA,GA,CAMDEN,13039,17084
1670,216,2020,KENTUCKY,KY,OWSLEY,21189,1895
4207,5933,2004,WEST VIRGINIA,WV,BOONE,54005,10198
5191,2531,2020,MINNESOTA,MN,FARIBAULT,27043,7914
7720,3141,2008,OHIO,OH,HOLMES,39075,11113
6905,4268,2008,OKLAHOMA,OK,OTTAWA,40115,11173
783,218,2008,NEBRASKA,NE,DUNDY,31057,1019
25275,67594,2016,MISSISSIPPI,MS,HINDS,28049,94681
2712,7792,2012,MISSISSIPPI,MS,COAHOMA,28027,10549
14439,5822,2012,ALABAMA,AL,JACKSON,1071,20577
12192,7503,2008,OHIO,OH,BROWN,39015,20113
2647,1189,2012,KENTUCKY,KY,BALLARD,21007,3895
8173,3888,2004,VIRGINIA,VA,CARROLL,51035,12128
3449,1084,2012,NEBRASKA,NE,CHEYENNE,31033,4649
143238,244639,2012,CONNECTICUT,CT,HARTFORD,9003,392240
212688,328687,2004,FLORIDA,FL,PALM BEACH,12099,544622
31594,19091,2016,NEW YORK,NY,CHAUTAUQUA,36013,54234
144826,511684,2016,CALIFORNIA,CA,SANTA CLARA,6085,703709
97622,143120,2012,TENNESSEE,TN,DAVIDSON,47037,244873
3217,1293,2000,KENTUCKY,KY,LEWIS,21135,4568
165459,221846,2020,GEORGIA,GA,COBB,13067,393746
8884,8072,2012,UTAH,UT,SUMMIT,49043,17488
1904,579,2016,KANSAS,KS,PAWNEE,20145,2661
12458,7311,2000,TEXAS,TX,LIBERTY,48291,20077
10707,2510,2016,TEXAS,TX,HOPKINS,48223,13538
2130,575,2012,WEST VIRGINIA,WV,DODDRIDGE,54017,2769
2342,1513,2008,NEBRASKA,NE,RICHARDSON,31147,3968
1389,314,2008,TEXAS,TX,MARTIN,48317,1715
21701,14977,2000,NEW YORK,NY,WAYNE,36117,38329
5195,325,2012,IDAHO,ID,FRANKLIN,16041,5600
27303,16479,2004,ARKANSAS,AR,SEBASTIAN,5131,44211
319,179,2020,NEW MEXICO,NM,HARDING,35021,505
6938,7355,2008,MICHIGAN,MI,LEELANAU,26089,14464
15212,24112,2004,VIRGINIA,VA,PORTSMOUTH,51740,39534
0,0,2008,CONNECTICUT,CT,STATEWIDE WRITEIN,,0
392,64,2004,NEBRASKA,NE,HOOKER,31091,461
